-347.51	244.99	
-180.63	118.00	
-121.75	336.87	
-231.40	-25.81	
-135.79	284.38	
60.41	131.10	
199.37	-144.74	
-227.83	54.54	
259.08	85.22	
-183.31	-127.35	
-227.84	15.82	
172.07	-155.02	
35.06	-149.84	
-11.67	-113.22	
-97.62	325.60	
103.96	-309.84	
63.98	197.39	
-92.78	78.99	
-134.51	-229.79	
-240.91	137.09	
-187.97	-99.31	
154.78	330.72	
345.82	-300.07	
-288.04	57.69	
323.60	313.61	
225.82	262.78	
220.00	-0.23	
305.63	-77.47	
329.93	-35.42	
-279.34	340.02	
237.78	276.98	
-133.54	343.49	
175.52	24.29	
-134.79	159.56	
138.33	112.47	
-276.80	-83.50	
320.90	211.14	
-99.18	-219.32	
-309.12	-125.32	
-45.21	-157.02	
-253.60	-126.39	
195.74	-57.29	
69.82	-326.12	
-316.96	112.81	
21.19	-125.79	
-220.28	199.22	
3.74	-38.11	
223.39	20.30	
94.22	228.04	
-102.49	-85.28	
-81.52	-131.15	
-240.17	-36.28	
273.97	184.29	
101.20	105.12	
-220.94	177.94	
28.89	195.79	
132.98	-335.96	
-282.97	216.89	
130.16	-178.38	
-273.77	-108.24	
